,entity_id,name,category_code,status,country_code,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,Average_inevstment_time
143622,30574,Teradyne,semiconductor,1,USA,,,0,0,,,0,0,01/01/2006,23/11/2010,2,23,50.0
143623,30575,Data Transmission Network,software,1,USA,,,0,0,,,0,0,01/10/2003,01/10/2003,1,2,50.0
143632,30586,Aplus.Net,network_hosting,1,USA,,,0,0,,,0,0,26/09/2007,26/09/2007,1,3,50.0
143635,30589,BrainWorks Entertainment,advertising,1,unknown,,,0,0,,,0,0,,,0,0,50.0
143643,30596,BVR Systems,other,1,ISR,,,0,0,,,0,0,,,0,1,50.0
143645,30598,API Cryptek,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
143647,306,Clipmarks,photo_video,1,USA,,,0,0,,,0,0,13/05/2011,17/02/2012,2,5,50.0
143648,3060,Workday,enterprise,1,USA,,,0,0,01/01/2005,24/10/2011,3,175000000,30/08/2012,01/11/2013,3,18,50.0
143649,30600,Kiosk Logix,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
143651,30604,Spawn Labs,enterprise,1,unknown,,,0,0,24/08/2009,24/08/2009,1,1000000,01/08/2009,07/06/2012,3,3,50.0
143653,30606,GPal,ecommerce,0,unknown,,,0,0,01/01/2004,01/01/2004,1,1000000,30/09/2010,30/09/2010,1,2,50.0
143661,30616,Thoora,web,0,CAN,,,0,0,03/03/2008,03/03/2008,1,4169942,12/06/2010,15/12/2012,4,7,50.0
143671,30628,SAF,software,1,CHE,,,0,0,,,0,0,,,0,0,50.0
143676,30635,Allworx,public_relations,1,USA,,,0,0,01/08/2005,12/06/2006,3,8500000,01/10/2005,01/10/2005,1,5,50.0
143680,3064,2ergo,mobile,1,USA,,,0,0,,,0,0,20/07/2009,20/07/2009,1,2,50.0
143684,30644,QP Semiconductor,semiconductor,1,USA,,,0,0,,,0,0,,,0,1,50.0
143686,30646,NetPro Computing,software,1,USA,,,0,0,,,0,0,01/01/2008,01/01/2008,1,5,50.0
143687,30647,Pharsight,software,1,USA,,,0,0,,,0,0,01/01/2000,01/01/2000,1,8,50.0
143688,30648,Tripos International,biotech,1,USA,,,0,0,,,0,0,01/01/2005,01/01/2005,1,2,50.0
143706,30667,Impeva,software,0,USA,,,0,0,03/11/2008,03/11/2008,1,10000000,,,0,2,50.0
143714,30684,PhoneGuard,public_relations,1,USA,,,0,0,12/01/2010,22/06/2011,2,4820350,07/02/2011,07/02/2011,1,1,50.0
143715,30685,Bullroarer,mobile,1,AUS,,,0,0,,,0,0,01/10/2010,01/10/2010,1,0,50.0
143716,30686,BusinessMart.com,ecommerce,1,USA,,,0,0,,,0,0,,,0,0,50.0
143717,30687,Calix,network_hosting,1,USA,,,0,0,31/08/2009,31/08/2009,2,100000000,01/01/2011,01/01/2011,1,28,50.0
143719,30689,BusinessFinance.com,ecommerce,1,unknown,,,0,0,,,0,0,,,0,0,50.0
143720,30690,KidsCamps.com,web,1,USA,,,0,0,,,0,0,,,0,0,50.0
143723,30694,First Wind Energy Systems,cleantech,1,unknown,,,0,0,,,0,0,,,0,0,50.0
143735,30708,Glide Health,mobile,0,USA,,,0,0,31/08/2009,31/08/2009,1,1000000,05/10/2009,05/10/2009,1,1,50.0
143748,30723,ClientShow,public_relations,0,USA,,,0,0,01/01/2009,01/01/2009,1,750000,30/01/2010,30/01/2010,1,2,50.0
143749,30725,Redbeacon,web,1,USA,,,0,0,05/08/2010,05/08/2010,1,7400000,28/03/2011,20/02/2013,3,12,50.0
143770,30770,Virtual Web,advertising,0,ISR,,,0,0,30/12/2008,30/12/2008,1,1000000,,,0,4,50.0
143788,3080,DailyStrength,web,1,USA,,,0,0,18/05/2007,18/05/2007,1,5000000,01/04/2007,03/12/2008,2,7,50.0
143790,30801,Convergin,network_hosting,1,ISR,,,0,0,11/11/2008,11/11/2008,1,10000000,,,0,2,50.0
143793,30804,Raytheon BBN Technologies,network_hosting,1,USA,11/05/2009,11/05/2009,1,1,01/04/2004,17/01/2012,3,16000000,01/01/1997,26/06/2012,3,3,0.0
143799,3081,Revolution Health,web,1,USA,09/08/2007,09/08/2007,1,1,,,0,0,01/01/2007,28/01/2009,2,11,0.0
143804,30816,CloudSplit,enterprise,0,IRL,,,0,0,27/11/2009,27/11/2009,1,149180,10/12/2009,10/12/2009,1,2,50.0
143808,30820,DiJiPOP,advertising,1,USA,,,0,0,01/08/2009,06/12/2010,2,2000000,28/06/2010,06/12/2010,3,6,50.0
143809,30821,SWK Technologies,consulting,1,USA,,,0,0,,,0,0,,,0,0,50.0
143817,30830,PAX Streamline,cleantech,0,USA,,,0,0,04/03/2008,04/03/2008,1,6000000,,,0,0,50.0
143819,30834,Clicker,games_video,1,USA,,,0,0,15/09/2009,18/02/2010,2,19000000,14/06/2010,17/03/2011,2,12,50.0
143846,3087,PopularMedia,advertising,1,USA,,,0,0,01/02/2007,28/07/2008,2,12250000,01/01/2007,01/01/2007,1,8,50.0
143848,30872,ThePortlander,web,0,USA,,,0,0,,,0,0,01/06/2009,01/03/2010,2,2,50.0
143849,30873,SurePayroll,enterprise,1,USA,,,0,0,,,0,0,01/09/1999,01/09/1999,1,4,50.0
143853,3088,Acendi Interactive,security,0,USA,,,0,0,09/01/2009,09/01/2009,1,2090000,,,0,5,50.0
143857,30883,Savvis,enterprise,1,USA,,,0,0,,,0,0,01/08/2010,13/06/2013,2,14,50.0
143883,30919,Axordia,biotech,1,GBR,,,0,0,,,0,0,,,0,2,50.0
143888,30923,Warner Chilcott,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
143889,30924,DataSynapse,software,1,USA,,,0,0,,,0,0,01/01/2009,01/01/2009,1,19,50.0
143890,30925,RapidMind,software,1,CAN,,,0,0,14/03/2006,18/04/2007,2,9726000,01/01/2007,01/01/2007,1,2,50.0
143892,30927,IntriCon,hardware,1,USA,,,0,0,,,0,0,15/08/2011,15/08/2011,1,0,50.0
143893,30928,Datrix,semiconductor,1,USA,,,0,0,,,0,0,,,0,0,50.0
143901,3094,Next New Networks,web,1,USA,,,0,0,01/01/2007,29/12/2010,4,27063781,01/03/2010,11/11/2011,4,16,50.0
143903,30943,"Touchring Co., Ltd.",public_relations,0,KOR,,,0,0,01/01/2009,01/01/2009,1,2000000,01/04/2011,01/04/2011,1,2,50.0
143914,30954,GittiGidiyor.com,ecommerce,1,TUR,,,0,0,,,0,0,01/02/2006,23/05/2011,3,4,50.0
143918,30958,Inca Holdings,ecommerce,1,GBR,,,0,0,,,0,0,,,0,0,50.0
143924,30963,Xphase Pharmaceuticals,biotech,1,CAN,,,0,0,,,0,0,,,0,0,50.0
143927,30966,Billy Fez Productions,advertising,1,USA,,,0,0,,,0,0,,,0,0,50.0
143928,30967,Ibis Biosciences,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
143932,30970,Solar Integrated Technologies,cleantech,1,USA,,,0,0,,,0,0,01/01/2009,01/01/2009,1,2,50.0
143933,30971,PML Microbiologicals,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
143937,30975,Biotech IgG,biotech,1,SWE,,,0,0,,,0,0,,,0,0,50.0
143941,30980,LogicVision,semiconductor,1,USA,,,0,0,,,0,0,01/01/1999,01/01/1999,1,2,50.0
143942,30981,Hertz Global Holdings,other,1,USA,,,0,0,,,0,0,05/12/2010,10/02/2011,2,2,50.0
143943,30982,Automoti Group,web,1,USA,,,0,0,,,0,0,,,0,0,50.0
143945,30984,Swarmforce,web,0,USA,,,0,0,01/01/2008,01/01/2008,1,350000,,,0,0,50.0
143946,30985,Megasoft Consultants,consulting,1,USA,,,0,0,,,0,0,,,0,0,50.0
143948,30987,Quellan,semiconductor,1,USA,,,0,0,02/09/2005,27/09/2007,2,32000000,01/01/2008,01/01/2008,1,3,50.0
143952,30990,orderTopia,ecommerce,0,USA,,,0,0,01/07/2009,01/07/2009,1,0,,,0,2,50.0
143953,30991,Vhayu Technologies,software,1,USA,,,0,0,17/03/2005,17/03/2005,1,10250000,,,0,0,50.0
143954,30992,Agent Logic,security,1,USA,,,0,0,,,0,0,,,0,0,50.0
143957,30995,Icomm,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
143960,3100,Photrade,web,0,USA,,,0,0,,,0,0,08/09/2008,08/09/2008,1,1,50.0
143964,31005,Content Circles,software,0,USA,,,0,0,01/10/2007,01/10/2007,1,250000,01/01/2009,14/03/2011,2,4,50.0
143967,31008,NYSE Euronext,other,1,USA,,,0,0,,,0,0,06/04/2013,07/11/2013,2,10,50.0
143972,31014,Mingleverse,public_relations,0,CAN,,,0,0,06/03/2009,02/12/2010,2,1840000,,,0,3,50.0
143973,31015,BPT,cleantech,0,ISR,,,0,0,02/09/2009,02/09/2009,1,12000000,,,0,1,50.0
143976,3102,Various,web,1,USA,20/12/2011,20/12/2011,1,1,,,0,0,01/01/2012,01/01/2012,1,21,0.0
143989,3104,FriendFinder Networks,games_video,1,MYS,,,0,0,28/10/2010,28/10/2010,1,551200000,01/10/2011,17/11/2013,3,5,50.0
144001,31053,MindfireInc.,web,1,USA,,,0,0,,,0,0,01/09/2008,01/09/2008,1,1,50.0
144003,31055,Natural Convergence,software,1,CAN,,,0,0,21/11/2006,21/11/2006,1,10000000,01/01/2000,01/01/2000,1,1,50.0
144005,31057,Digital Sports,web,1,USA,,,0,0,,,0,0,01/01/2008,01/01/2008,1,1,50.0
144007,31059,Acambis,biotech,1,GBR,,,0,0,,,0,0,,,0,5,50.0
144013,31064,ChemNavigator,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
144015,31066,Computer Pro,public_relations,1,USA,,,0,0,,,0,0,,,0,0,50.0
144019,3107,LiveDeal,web,1,USA,,,0,0,26/10/2005,26/10/2005,1,4900000,01/06/2006,19/09/2013,4,3,50.0
144020,31070,TriQuint Semiconductor,semiconductor,1,USA,,,0,0,13/08/2013,13/08/2013,1,7000277,,,0,10,50.0
144021,31071,TriAccess Technologies,semiconductor,1,USA,,,0,0,,,0,0,,,0,0,50.0
144022,31072,SmApper Technologies,network_hosting,0,AUT,,,0,0,31/07/2007,06/01/2010,2,9664366,01/01/2010,01/01/2010,1,2,50.0
144027,31079,ChoiceVendor,unknown,1,unknown,,,0,0,,,0,0,01/01/2008,02/11/2010,2,2,50.0
144038,3109,Jungle Disk,software,1,USA,,,0,0,,,0,0,02/02/2011,09/11/2011,2,2,50.0
144042,31093,Dain's Movie Reviews,games_video,0,unknown,,,0,0,,,0,0,01/07/2009,01/07/2009,1,1,50.0
144047,311,Hotswap,ecommerce,0,USA,,,0,0,01/01/2007,01/01/2007,1,1000000,08/09/2007,08/09/2007,1,4,50.0
144048,3110,Sprout,advertising,1,USA,,,0,0,31/05/2007,01/05/2008,2,8300000,18/08/2008,02/08/2011,4,13,50.0
144049,31100,WuXi AppTec,biotech,1,USA,,,0,0,01/02/2005,01/02/2005,1,11000000,,,0,3,50.0
144051,31102,CellzDirect,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
144052,31103,Life Technologies,biotech,1,USA,16/01/2007,17/01/2012,3,2,,,0,0,01/01/2011,23/02/2011,2,20,1.67
144054,31105,TinyGrab,web,1,GBR,,,0,0,,,0,0,07/09/2009,15/11/2010,3,5,50.0
144062,31113,MedTrec,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
144064,31115,LipidViro Tech,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
144067,31119,Sepracor,biotech,1,USA,,,0,0,,,0,0,01/01/2007,01/01/2007,1,6,50.0
144069,31120,Glacier Bay,cleantech,0,USA,,,0,0,03/03/2008,02/09/2009,2,28000000,01/01/2006,01/01/2006,1,2,50.0
144070,31121,Millennium Pharmaceuticals,biotech,1,USA,,,0,0,,,0,0,01/06/2004,26/04/2011,2,62,50.0
144079,31130,SunModular,cleantech,0,unknown,,,0,0,02/09/2009,02/09/2009,1,2500000,,,0,0,50.0
144087,31141,Queplix,enterprise,0,USA,,,0,0,01/09/2009,01/09/2009,1,1500000,01/01/2010,04/10/2010,2,2,50.0
144095,31149,KwiClick,web,0,USA,,,0,0,01/08/2008,01/08/2008,1,0,,,0,2,50.0
144104,31158,Payvment,ecommerce,1,USA,,,0,0,01/01/2009,30/11/2010,3,7750000,09/01/2012,15/02/2013,4,12,50.0
144111,31165,localbacon,web,0,USA,,,0,0,22/03/2010,22/03/2010,1,875000,01/05/2009,05/02/2013,3,2,50.0
144115,3117,Rondee,web,1,USA,,,0,0,,,0,0,12/06/2013,12/06/2013,1,0,50.0
144120,31174,BioAvenge,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
144122,31176,Encysive Pharmaceuticals,biotech,1,USA,,,0,0,19/10/2006,20/08/2007,2,88950000,01/01/2001,01/01/2001,1,3,50.0
144124,31179,EUSA Pharma,biotech,1,GBR,,,0,0,19/07/2005,28/06/2007,4,54200000,,,0,5,50.0
144125,31180,Ercole Biotech,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
144127,31182,Bovigen,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
144142,312,IntenseDebate,web,1,USA,,,0,0,01/08/2007,01/10/2007,2,515000,24/07/2007,06/07/2010,4,6,50.0
144151,3121,Chalk,software,1,USA,,,0,0,,,0,0,05/08/2005,05/08/2005,1,5,50.0
144154,31212,Skill-Life,games_video,0,USA,,,0,0,01/06/2008,01/06/2008,1,25000,,,0,1,50.0
144162,3122,NeoEdge Networks,advertising,1,USA,,,0,0,08/06/2007,20/12/2010,3,10000000,01/01/2008,24/03/2009,2,10,50.0
144171,31228,Ando Media,advertising,1,USA,,,0,0,,,0,0,22/04/2011,22/04/2011,1,4,50.0
144177,31233,Noven,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
144178,31234,WinDensity,cleantech,0,USA,,,0,0,28/01/2008,28/01/2008,1,13000000,,,0,0,50.0
144179,31235,Cirrus Technologies,cleantech,1,USA,,,0,0,,,0,0,,,0,1,50.0
144181,31237,Orggit,network_hosting,0,USA,,,0,0,,,0,0,,,0,1,50.0
144183,3124,Snaptalent,web,0,USA,,,0,0,01/01/2008,01/01/2008,1,0,01/04/2008,10/09/2009,2,5,50.0
144192,3125,ExpenseWire,software,1,USA,,,0,0,,,0,0,01/03/2000,01/03/2000,1,2,50.0
144196,31253,Convio,software,1,USA,,,0,0,16/05/2007,16/05/2007,1,10150000,01/01/2008,05/10/2010,3,15,50.0
144200,31257,Protiva Biotherapeutics,biotech,1,USA,,,0,0,13/07/2006,05/07/2007,2,8260000,,,0,2,50.0
144202,31259,LifeCell,biotech,1,USA,,,0,0,,,0,0,01/01/2012,01/01/2012,1,6,50.0
144205,31261,Pathogen Removal and Diagnostic Technologies,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
144207,31263,Vectoris Pharma,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
144209,31265,Vidus Ocular,biotech,1,USA,,,0,0,,,0,0,01/01/2002,01/01/2002,1,3,50.0
144210,31266,OPKO Health,biotech,1,USA,04/11/2010,04/11/2010,1,1,15/02/2013,15/02/2013,1,175000000,11/11/2009,11/11/2009,1,4,0.0
144213,3127,Jelsoft,software,1,GBR,,,0,0,,,0,0,,,0,1,50.0
144220,31277,CityOdds,other,0,GBR,,,0,0,01/07/2005,01/07/2005,1,183352,,,0,2,50.0
144221,31278,Verenium,biotech,1,USA,,,0,0,06/08/2008,19/12/2012,2,97309564,01/01/2008,03/09/2010,3,7,50.0
144226,31282,Marquiss Wind Power,other,0,USA,,,0,0,25/01/2008,25/01/2008,1,1300000,,,0,0,50.0
144235,31292,sones,software,0,DEU,,,0,0,17/01/2011,17/01/2011,1,0,17/01/2011,17/01/2011,1,3,50.0
144237,31294,Bueda,advertising,0,USA,,,0,0,01/01/2008,01/07/2010,2,125000,01/06/2009,01/05/2010,2,3,50.0
144238,31295,PEAK Surgical,biotech,1,USA,,,0,0,18/09/2006,04/02/2008,2,29000000,01/01/2006,01/01/2006,1,3,50.0
144241,31298,NeoVista,medical,0,USA,,,0,0,18/09/2006,14/05/2012,7,130003458,,,0,5,50.0
144247,31303,Versult,software,1,CAN,,,0,0,,,0,0,,,0,0,50.0
144249,31309,GeoLearning,unknown,1,USA,,,0,0,26/02/2008,26/02/2008,1,31000000,,,0,1,50.0
144251,31310,LearnSomething,ecommerce,1,USA,,,0,0,03/01/2006,03/01/2006,1,2000000,,,0,0,50.0
144261,3132,HTC Corp,hardware,1,USA,07/02/2011,08/02/2011,2,2,,,0,0,01/05/2011,08/11/2013,3,15,0.0
144264,31322,EnticeLabs,enterprise,1,USA,,,0,0,01/08/2007,25/09/2009,2,3300000,01/01/2009,28/09/2009,2,14,50.0
144279,3134,modu,mobile,1,ISR,,,0,0,01/06/2007,01/01/2009,3,85000000,01/08/2007,20/05/2011,3,14,50.0
144288,31348,Verivue,network_hosting,1,USA,,,0,0,30/04/2007,09/09/2009,3,85000000,01/01/2009,01/01/2009,1,9,50.0
144290,3135,Kidaro,enterprise,1,USA,,,0,0,12/09/2005,12/12/2006,2,14020000,01/06/2007,01/06/2007,1,9,50.0
144292,31351,BIOMOL International,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
144294,31353,Iomai Corporation,biotech,1,USA,,,0,0,,,0,0,,,0,4,50.0
144296,31355,TweepML,web,0,USA,,,0,0,,,0,0,15/03/2010,18/03/2010,2,2,50.0
144297,31356,Memory Pharmaceuticals,biotech,1,USA,,,0,0,21/09/2005,29/03/2007,2,41000000,,,0,4,50.0
144303,31362,SuperGlued,web,1,USA,,,0,0,,,0,0,01/09/2009,16/10/2009,2,3,50.0
144308,31372,Koull,web,0,HKG,,,0,0,,,0,0,,,0,0,50.0
144315,3138,Twhirl,software,1,unknown,,,0,0,,,0,0,17/06/2008,06/06/2009,2,1,50.0
144317,31381,Omrix Biopharmaceuticals,biotech,1,USA,,,0,0,31/03/2005,31/03/2005,1,4840000,01/03/2004,01/03/2004,1,5,50.0
144318,31382,BioAgra,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
144321,31385,Genelabs Technologies,biotech,1,USA,,,0,0,27/06/2006,30/06/2007,2,17300000,01/01/2008,01/01/2008,1,14,50.0
144322,31387,V-Clip Pharmaceuticals,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
144324,31389,Acceptys,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
144336,314,Reddit,web,1,USA,,,0,0,01/06/2005,01/06/2005,1,100000,31/10/2011,14/11/2013,3,9,50.0
144343,31411,Preclick,software,1,USA,,,0,0,13/06/2005,14/02/2007,2,2150000,01/01/2003,01/01/2003,1,2,50.0
144353,31421,eTec,cleantech,0,USA,,,0,0,31/08/2009,31/08/2009,1,8000000,01/01/1992,01/01/1992,1,1,50.0
144358,31429,Applied Biosystems,biotech,1,unknown,,,0,0,,,0,0,01/06/2006,01/06/2006,1,35,50.0
144362,31432,Agtech Products,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
144367,31437,Pharmacopeia,biotech,1,USA,,,0,0,27/07/2005,27/07/2005,1,7630000,01/01/2004,01/01/2004,1,7,50.0
144373,31443,Perpetually,enterprise,1,USA,,,0,0,,,0,0,17/09/2009,01/03/2010,2,6,50.0
144376,31446,Bottomline Technologies,other,1,AUS,,,0,0,05/12/2011,05/12/2011,1,1260000,01/01/2011,30/03/2011,2,24,50.0
144379,3145,Daikana,network_hosting,0,USA,,,0,0,,,0,0,16/04/2008,15/11/2010,3,1,50.0
144382,31452,Natural Cleaners Colorado,other,0,USA,,,0,0,27/08/2008,27/08/2008,1,1900000,,,0,0,50.0
144383,31453,Vaccsys,biotech,0,USA,,,0,0,20/06/2008,20/06/2008,1,9000000,,,0,0,50.0
144396,31465,AltraBiofuels,cleantech,0,USA,,,0,0,20/02/2007,22/06/2007,2,228500000,,,0,0,50.0
144408,31479,Lipomics Technologies,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
144411,31481,Molecular Therapeutics,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
144413,31488,Roxro Pharma,biotech,0,USA,,,0,0,12/06/2007,12/06/2007,1,42700000,,,0,1,50.0
144425,31499,TempMine,web,0,USA,,,0,0,11/09/2009,11/09/2009,1,18000,,,0,0,50.0
144428,31500,LangoLab,education,0,DEU,,,0,0,11/09/2009,11/09/2009,1,18000,,,0,2,50.0
144433,31511,AmpIdea,web,0,unknown,,,0,0,10/09/2009,10/09/2009,1,18000,01/03/2009,01/03/2009,1,2,50.0
144436,31514,AccelGolf,mobile,0,USA,,,0,0,01/01/2008,04/12/2009,7,457282,01/08/2008,17/02/2010,2,4,50.0
144442,31522,Zyraz Technology,biotech,0,MYS,,,0,0,01/01/2008,09/10/2009,3,15398911,01/04/2007,09/01/2009,2,4,50.0
144448,31529,Ruba,web,1,unknown,,,0,0,,,0,0,07/05/2008,21/05/2010,2,4,50.0
144452,31533,Gilbert Guide,web,1,USA,,,0,0,,,0,0,,,0,3,50.0
144463,31546,Satiety,medical,0,USA,,,0,0,19/07/2007,30/09/2009,3,62800000,05/01/2011,05/01/2011,1,1,50.0
144464,31549,Paracor Medical,biotech,0,USA,,,0,0,29/06/2007,29/06/2007,1,44000000,01/01/2008,01/01/2008,1,5,50.0
144466,31550,Talima Therapeutics,biotech,0,USA,,,0,0,01/04/2005,29/05/2007,2,21000000,01/01/2008,01/01/2008,1,2,50.0
144467,31551,Intechra Holdings,software,1,USA,,,0,0,29/08/2005,23/05/2007,4,52500000,,,0,0,50.0
144472,31556,Quanlight,semiconductor,0,unknown,,,0,0,06/12/2006,15/05/2007,2,4000000,,,0,0,50.0
144475,31559,Reliant Technologies,biotech,1,USA,,,0,0,19/04/2007,19/04/2007,1,15000000,01/01/2007,01/01/2007,1,9,50.0
144485,31570,StockCastr,web,0,USA,,,0,0,01/01/2008,01/01/2008,1,25000,,,0,0,50.0
144491,31582,Remend,software,0,USA,,,0,0,,,0,0,01/01/2006,01/01/2006,1,4,50.0
144496,31587,Imclone Systems,biotech,1,USA,,,0,0,,,0,0,01/01/2008,01/01/2008,1,5,50.0
144497,31588,Eli Lilly,biotech,1,USA,12/06/2012,11/12/2013,2,2,,,0,0,15/03/2010,09/10/2013,3,66,0.5
144501,31593,Amphora Discovery,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
144504,31596,BrachySciences,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
144505,31597,Biocompatibles International,biotech,1,GBR,,,0,0,,,0,0,01/01/1994,01/01/1994,1,3,50.0
144509,3160,Arclight Media Technology,web,0,GBR,,,0,0,01/01/2007,01/01/2007,1,0,,,0,3,50.0
144510,31600,Futuris.tk,web,0,BRA,,,0,0,22/04/2009,22/04/2009,1,10000,,,0,6,50.0
144519,3161,Rackspace,software,1,USA,21/03/2007,14/05/2013,3,3,,,0,0,11/04/2011,13/11/2013,3,34,2.0
144520,31610,Leica Biosystems St. Louis,biotech,1,USA,,,0,0,,,0,0,,,0,3,50.0
144522,31612,Kosan Biosciences,biotech,1,USA,,,0,0,19/07/2006,19/07/2006,1,3000000,,,0,4,50.0
144524,31614,Tercica,biotech,1,USA,,,0,0,14/10/2005,06/07/2007,2,83000000,,,0,11,50.0
144526,31616,Octagen,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
144527,31617,Third Wave Technologies,biotech,1,USA,,,0,0,10/12/2007,10/12/2007,1,25000000,01/01/2005,01/01/2005,1,7,50.0
144528,31618,Amnestix,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
144546,3164,ServerBeach,network_hosting,1,USA,,,0,0,,,0,0,01/01/2009,01/01/2009,1,3,50.0
144548,31641,Poker Onlain,games_video,0,unknown,,,0,0,,,0,0,,,0,0,50.0
144562,31656,Mirus Bio,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
144564,31658,enormego.,software,1,USA,,,0,0,,,0,0,28/08/2008,19/08/2010,2,2,50.0
144565,31659,Roche Holding,biotech,1,CHE,,,0,0,,,0,0,01/01/2010,01/01/2010,1,10,50.0
144568,31661,ABR--Affinity BioReagents,biotech,1,USA,,,0,0,,,0,0,,,0,2,50.0
144570,31663,Thermo Fisher Scientific,biotech,1,USA,,,0,0,,,0,0,01/02/2012,27/06/2013,2,55,50.0
144571,31664,Raven Biotechnologies,biotech,1,USA,,,0,0,12/10/2005,12/10/2005,1,48300000,01/01/2002,01/01/2002,1,4,50.0
144573,31667,Voxound,software,0,unknown,,,0,0,01/10/2008,01/10/2008,1,75000,,,0,5,50.0
144575,3167,MTV Networks,advertising,1,USA,01/11/2005,13/04/2006,2,1,,,0,0,21/10/2010,01/01/2012,2,89,0.5
144584,3168,Sedo,web,1,USA,01/01/2009,01/01/2009,1,1,,,0,0,01/01/2008,05/01/2012,3,4,0.0
144600,317,Amazon,ecommerce,1,USA,01/04/2005,10/09/2013,24,18,01/07/1995,01/07/1995,1,8000000,03/07/2007,09/12/2013,5,246,0.33
144604,31703,Echofon,unknown,1,unknown,,,0,0,,,0,0,05/01/2011,05/01/2011,1,0,50.0
144610,31709,Lev Pharmaceuticals,biotech,1,USA,,,0,0,23/10/2006,08/11/2007,2,41000000,,,0,4,50.0
144611,31710,ViroPharma,biotech,1,USA,,,0,0,,,0,0,,,0,7,50.0
144612,31711,SGX Pharmaceuticals,biotech,1,USA,,,0,0,20/11/2007,20/11/2007,1,25000000,01/07/2011,01/07/2011,1,9,50.0
144613,31712,Therapeutic Peptides,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
144616,31715,LipoSonix,biotech,1,USA,,,0,0,,,0,0,01/01/2007,01/01/2007,1,5,50.0
144646,3175,iCat,unknown,1,USA,,,0,0,,,0,0,01/01/1993,01/01/1993,1,2,50.0
144649,31754,MAP Pharmaceuticals,biotech,1,USA,,,0,0,28/03/2007,28/03/2007,1,50000000,,,0,1,50.0
144650,31756,Xi'an Jiaoda Bao Sai Bio-technology,biotech,1,CHN,,,0,0,,,0,0,,,0,1,50.0
144652,31758,DIREVO Industrial Biotechnology,biotech,1,DEU,,,0,0,18/10/2007,15/04/2010,3,33247800,,,0,3,50.0
144653,31759,Brenco,cleantech,1,BRA,,,0,0,15/03/2007,15/03/2007,1,200000000,,,0,0,50.0
144654,3176,Starmine,other,1,USA,,,0,0,,,0,0,01/02/2001,01/02/2001,1,5,50.0
144657,31762,Aly Participacoes,biotech,1,BRA,,,0,0,,,0,0,,,0,0,50.0
144658,31764,Oorja Protonics,cleantech,0,USA,,,0,0,25/05/2006,11/01/2010,4,21470000,,,0,1,50.0
144659,31766,AstraZeneca Biotech Laboratory,biotech,1,SWE,,,0,0,,,0,0,,,0,0,50.0
144660,31767,VasoNova,medical,1,USA,,,0,0,06/03/2007,15/04/2010,2,3494340,01/01/2008,01/01/2008,1,2,50.0
144670,31777,Solaicx,cleantech,1,USA,,,0,0,20/11/2006,29/04/2010,2,39441659,,,0,0,50.0
144673,3178,Elastra,software,0,USA,,,0,0,15/08/2007,05/08/2008,2,14600000,01/01/2008,01/05/2011,3,8,50.0
144687,31794,Enstratius,enterprise,1,USA,,,0,0,07/11/2011,07/11/2011,1,3500000,28/11/2011,11/03/2013,3,7,50.0
144690,31797,thehenry.net,unknown,1,USA,,,0,0,,,0,0,14/09/2008,18/01/2010,2,0,50.0
144694,3180,Krillion,web,1,USA,,,0,0,14/06/2006,14/06/2006,1,9150000,01/02/2006,04/08/2011,2,6,50.0
144700,31805,The Hackett Group,consulting,1,USA,,,0,0,,,0,0,21/02/2012,21/02/2012,1,1,50.0
144703,3181,Star Analytics,software,1,USA,,,0,0,18/07/2007,18/07/2007,1,3500000,,,0,5,50.0
